lastName,firstName,contributionRole,PIName,associate,researcherDesignation,org,pub,ref
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,985,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,639,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,461,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,762,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,133,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,63,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,652,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,322,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,193,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,939,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,618,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,319,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,324,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,121,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,419,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,223,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,55,FALSE
Dokainish,Hisham,First Listed Author,Hisham Dokainish,FALSE,Other,PHRI,238,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,173,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,854,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,585,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,802,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,516,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,391,FALSE
Dokainish,Hisham,Co-Author,Hisham Dokainish,FALSE,Other,PHRI,475,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,262,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,298,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,475,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,628,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,646,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,836,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,500,FALSE
Tang,Ada,Last Author,Ada Tang,FALSE,Other,PHRI,961,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,435,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,848,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,366,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,533,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,310,FALSE
Tang,Ada,Last Author,Ada Tang,FALSE,Other,PHRI,597,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,977,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,635,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,680,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,356,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,916,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,799,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,905,FALSE
Tang,Ada,Last Author,Ada Tang,FALSE,Other,PHRI,369,FALSE
Tang,Ada,First Listed Author,Ada Tang,FALSE,Other,PHRI,903,FALSE
Tang,Ada,Last Author,Ada Tang,FALSE,Other,PHRI,619,FALSE
Tang,Ada,Co-Author,Ada Tang,FALSE,Other,PHRI,615,FALSE
Tang,Ada,Last Author,Ada Tang,FALSE,Other,PHRI,774,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,839,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,599,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,483,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,909,FALSE
Demers,Catherine,Last Author,Catherine Demers,FALSE,Other,PHRI,701,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,460,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,377,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,787,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,420,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,740,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,448,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,718,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,628,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,531,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,704,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,775,FALSE
Demers,Catherine,First Listed Author,Catherine Demers,FALSE,Other,PHRI,270,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,972,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,693,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,613,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,298,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,167,FALSE
Demers,Catherine,Co-Author,Catherine Demers,FALSE,Other,PHRI,642,FALSE
Demers,Catherine,Last Author,Catherine Demers,FALSE,Other,PHRI,277,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,253,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,984,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,642,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,436,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,350,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,177,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,912,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,454,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,539,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,364,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,545,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,771,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,281,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,295,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,875,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,67,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,600,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,166,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,436,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,331,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,772,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,947,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,266,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,343,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,187,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,554,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,115,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,842,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,651,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,208,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,856,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,774,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,96,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,655,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,44,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,828,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,847,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,30,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,910,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,213,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,490,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,354,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,237,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,892,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,346,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,173,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,753,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,166,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,283,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,798,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,324,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,907,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,175,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,105,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,144,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,884,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,313,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,39,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,498,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,778,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,170,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,473,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,241,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,760,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,807,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,723,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,390,FALSE
de SA,Darren,First Listed Author,Darren de SA,FALSE,Other,PHRI,582,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,832,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,447,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,450,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,176,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,864,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,376,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,837,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,179,FALSE
de SA,Darren,Co-Author,Darren de SA,FALSE,Other,PHRI,945,FALSE
Tushinski,Daniel,Co-Author,Daniel Tushinski,FALSE,Other,PHRI,21,FALSE
Tushinski,Daniel,Co-Author,Daniel Tushinski,FALSE,Other,PHRI,245,FALSE
Tushinski,Daniel,Co-Author,Daniel Tushinski,FALSE,Other,PHRI,342,FALSE
Di Rezze,Briano,First Listed Author,Briano Di Rezze,FALSE,Other,PHRI,316,FALSE
Di Rezze,Briano,First Listed Author,Briano Di Rezze,FALSE,Other,PHRI,456,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,848,FALSE
Di Rezze,Briano,Last Author,Briano Di Rezze,FALSE,Other,PHRI,477,FALSE
Di Rezze,Briano,First Listed Author,Briano Di Rezze,FALSE,Other,PHRI,583,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,857,FALSE
Di Rezze,Briano,First Listed Author,Briano Di Rezze,FALSE,Other,PHRI,418,FALSE
Di Rezze,Briano,First Listed Author,Briano Di Rezze,FALSE,Other,PHRI,341,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,453,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,567,FALSE
Di Rezze,Briano,Last Author,Briano Di Rezze,FALSE,Other,PHRI,546,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,477,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,908,FALSE
Di Rezze,Briano,First Listed Author,Briano Di Rezze,FALSE,Other,PHRI,434,FALSE
Di Rezze,Briano,Co-Author,Briano Di Rezze,FALSE,Other,PHRI,619,FALSE
Di Rezze,Briano,Last Author,Briano Di Rezze,FALSE,Other,PHRI,520,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,529,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,948,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,277,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,730,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,256,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,338,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,126,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,266,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,968,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,548,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,48,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,513,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,594,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,843,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,679,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,552,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,85,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,596,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,160,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,573,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,665,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,772,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,865,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,526,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,975,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,826,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,43,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,205,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,35,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,474,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,377,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,188,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,934,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,119,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,2,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,502,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,227,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,869,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,558,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,40,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,64,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,607,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,441,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,158,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,499,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,518,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,621,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,470,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,891,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,779,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,490,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,259,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,35,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,338,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,644,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,458,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,766,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,214,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,652,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,706,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,472,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,33,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,536,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,919,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,420,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,233,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,904,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,667,FALSE
Rosenbaum,Peter,Last Author,Peter Rosenbaum,FALSE,Other,PHRI,468,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,952,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,927,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,136,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,896,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,709,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,608,FALSE
Rosenbaum,Peter,Co-Author,Peter Rosenbaum,FALSE,Other,PHRI,74,FALSE
Rosenbaum,Peter,First Listed Author,Peter Rosenbaum,FALSE,Other,PHRI,329,FALSE
Axelrod,Daniel,Co-Author,Daniel Axelrod,FALSE,Other,PHRI,807,FALSE
Axelrod,Daniel,First Listed Author,Daniel Axelrod,FALSE,Other,PHRI,80,FALSE
Axelrod,Daniel,Co-Author,Daniel Axelrod,FALSE,Other,PHRI,244,FALSE
Axelrod,Daniel,First Listed Author,Daniel Axelrod,FALSE,Other,PHRI,653,FALSE
Axelrod,Daniel,Co-Author,Daniel Axelrod,FALSE,Other,PHRI,348,FALSE
Axelrod,Daniel,Co-Author,Daniel Axelrod,FALSE,Other,PHRI,734,FALSE
Axelrod,Daniel,First Listed Author,Daniel Axelrod,FALSE,Other,PHRI,10,FALSE
Axelrod,Daniel,First Listed Author,Daniel Axelrod,FALSE,Other,PHRI,463,FALSE
Batthish,Michelle,Co-Author,Michelle Batthish,FALSE,Other,PHRI,579,FALSE
Batthish,Michelle,Co-Author,Michelle Batthish,FALSE,Other,PHRI,958,FALSE
Batthish,Michelle,Co-Author,Michelle Batthish,FALSE,Other,PHRI,306,FALSE
Batthish,Michelle,Last Author,Michelle Batthish,FALSE,Other,PHRI,317,FALSE
Batthish,Michelle,Co-Author,Michelle Batthish,FALSE,Other,PHRI,928,FALSE
Batthish,Michelle,Co-Author,Michelle Batthish,FALSE,Other,PHRI,612,FALSE
Batthish,Michelle,First Listed Author,Michelle Batthish,FALSE,Other,PHRI,246,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,561,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,795,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,849,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,52,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,623,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,959,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,235,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,151,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,820,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,271,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,763,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,422,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,758,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,717,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,47,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,218,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,413,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,824,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,622,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,463,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,134,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,349,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,267,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,564,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,971,FALSE
Georgiades,Katholiki,First Listed Author,Katholiki Georgiades,FALSE,Other,PHRI,633,FALSE
Georgiades,Katholiki,First Listed Author,Katholiki Georgiades,FALSE,Other,PHRI,871,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,760,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,534,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,682,FALSE
Georgiades,Katholiki,Last Author,Katholiki Georgiades,FALSE,Other,PHRI,475,FALSE
Georgiades,Katholiki,First Listed Author,Katholiki Georgiades,FALSE,Other,PHRI,749,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,167,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,983,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,206,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,77,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,20,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,220,FALSE
Georgiades,Katholiki,Co-Author,Katholiki Georgiades,FALSE,Other,PHRI,822,FALSE
Campbell,Fiona,Co-Author,Fiona Campbell,FALSE,Other,PHRI,100,FALSE
Halladay,Jillian,First Listed Author,Jillian Halladay,FALSE,Other,PHRI,893,FALSE
Halladay,Jillian,First Listed Author,Jillian Halladay,FALSE,Other,PHRI,799,FALSE
Halladay,Jillian,Co-Author,Jillian Halladay,FALSE,Other,PHRI,444,FALSE
Halladay,Jillian,First Listed Author,Jillian Halladay,FALSE,Other,PHRI,870,FALSE
